galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_radius_term_i,eta_sigma_term_i,eta_dw_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC0100,0.23,6.81,9.708166665236027,8.19,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7880336538856978,5469726.848494714,0.21196634611430223,0.826976398406121,0.7593032695009988,0.15743944479319172,18955537.805574536,8.502312,9.708166665236027,0.4255751343958924,0.09020760623500042
NGC0100,0.69,20.0,23.848224252551802,4.09,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7880336538856978,5469726.848494714,0.21196634611430223,0.826976398406121,0.7593032695009988,0.15743944479319172,18955537.805574536,8.502312,23.848224252551802,0.1924112126275901,0.04078470169209236
NGC0100,1.15,33.0,34.888313229504234,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,1,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.7880336538856978,5469726.848494714,0.21196634611430223,0.826976398406121,0.7593032695009988,0.15743944479319172,18955537.805574536,8.502312,34.888313229504234,0.05722161301527983,0.012129056229615466
NGC0100,2.05,49.9,46.864233696925,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.6818433491046759,8648430.025977466,0.31815665089532413,0.5649708111475552,0.7072595108953769,0.025661328978634046,66121445.26683974,25.7415465,46.864233696925,0.06083700006162326,0.019355696190124682
NGC0100,2.51,55.5,50.432261499956546,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.6818433491046759,8648430.025977466,0.31815665089532413,0.5649708111475552,0.7072595108953769,0.025661328978634046,66121445.26683974,25.7415465,50.432261499956546,0.09131060360438656,0.02905107583400214
NGC0100,2.97,61.9,53.637107490989855,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2,2.461508006532049,0.2103450818445718,0.8327727344370564,11582470.357646946,12683895.849880569,0.6818433491046759,8648430.025977466,0.31815665089532413,0.5649708111475552,0.7072595108953769,0.025661328978634046,66121445.26683974,25.7415465,53.637107490989855,0.13348776266575352,0.04247001950524602
NGC0100,3.88,73.1,56.365657097207695,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.5853607178859994,2966349.784199694,0.4146392821140006,0.36787944117144233,0.5,0.123020664332904,56584745.922046766,59.891286,56.365657097207695,0.22892397951836252,0.09492087452617401
NGC0100,4.34,76.1,55.843868956224725,3.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.5853607178859994,2966349.784199694,0.4146392821140006,0.36787944117144233,0.5,0.123020664332904,56584745.922046766,59.891286,55.843868956224725,0.2661778060942874,0.11036777443361497
NGC0100,4.79,77.8,55.34125766550666,5.34,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.5853607178859994,2966349.784199694,0.4146392821140006,0.36787944117144233,0.5,0.123020664332904,56584745.922046766,59.891286,55.34125766550666,0.28867278064901464,0.11969507453415978
NGC0100,5.24,79.0,54.778101463997444,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,3,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.5853607178859994,2966349.784199694,0.4146392821140006,0.36787944117144233,0.5,0.123020664332904,56584745.922046766,59.891286,54.778101463997444,0.3066063105823108,0.12713102051147165
NGC0100,6.16,79.8,52.07020261147444,7.15,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,4,2.2873809111976158,0.04532009734413123,0.00917294638978738,25935.696668389006,1852030.1872016676,0.5223473476959476,967403.0561376204,0.4776526523040524,0.23979402631608024,0.34233909589244527,0.14174605920158947,62387592.79988361,63.907487999999994,52.07020261147444,0.3474911953449318,0.16598009110881226
NGC0100,7.16,83.4,49.460630808755354,5.12,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,4,2.2873809111976158,0.04532009734413123,0.00917294638978738,25935.696668389006,1852030.1872016676,0.5223473476959476,967403.0561376204,0.4776526523040524,0.23979402631608024,0.34233909589244527,0.14174605920158947,62387592.79988361,63.907487999999994,49.460630808755354,0.40694687279669844,0.19437925313818286
NGC0100,7.98,86.1,47.76544462265583,5.53,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.5147875152290876,372985.95855673956,0.4852124847709124,0.15926898898156705,0.4180852896291619,0.18344746079174565,44602609.57440755,99.14783999999992,47.76544462265583,0.4452329312118951,0.21603257685516034
NGC0100,8.44,87.5,47.0189855271251,10.2,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.5147875152290876,372985.95855673956,0.4852124847709124,0.15926898898156705,0.4180852896291619,0.18344746079174565,44602609.57440755,99.14783999999992,47.0189855271251,0.46264016540428454,0.2244787842106388
NGC0100,8.9,89.0,46.33471376840478,7.77,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.5147875152290876,372985.95855673956,0.4852124847709124,0.15926898898156705,0.4180852896291619,0.18344746079174565,44602609.57440755,99.14783999999992,46.33471376840478,0.4793852385572496,0.2326037027628597
NGC0100,9.35,90.4,45.752136562132264,5.16,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.5147875152290876,372985.95855673956,0.4852124847709124,0.15926898898156705,0.4180852896291619,0.18344746079174565,44602609.57440755,99.14783999999992,45.752136562132264,0.4938922946666785,0.2396427075044267
NGC0100,9.62,91.2,45.579285865401616,13.7,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,5,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.5147875152290876,372985.95855673956,0.4852124847709124,0.15926898898156705,0.4180852896291619,0.18344746079174565,44602609.57440755,99.14783999999992,45.579285865401616,0.500227128668842,0.24271644805122775
NGC2403,0.16,24.5,23.21,2.83,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,23.21,0.05265306122448976,0.01448788460789591
NGC2403,0.26,35.3,35.33,2.46,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,35.33,0.0008498583569405422,0.00023384489946206175
NGC2403,0.36,43.2,47.00922569028339,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,47.00922569028339,0.08817652060841166,0.02426243082531814
NGC2403,0.46,52.0,56.726241722856976,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,56.726241722856976,0.0908892639010957,0.02500886248344498
NGC2403,0.56,60.9,63.8246229914443,2.93,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,63.8246229914443,0.04802336603356818,0.013213989260960126
NGC2403,0.66,65.8,67.62657465819188,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,67.62657465819188,0.027759493285591,0.007638232728399184
NGC2403,0.76,71.7,70.9087053893949,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,70.9087053893949,0.011036187037728126,0.003036689616811755
NGC2403,0.86,74.6,72.89295164829038,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,72.89295164829038,0.022882685679753573,0.006296342547559723
NGC2403,0.96,74.6,74.9778453944897,1.03,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,74.9778453944897,0.005064951668762881,0.001393659430526635
NGC2403,1.06,76.6,77.24371366007722,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,77.24371366007722,0.008403572585864555,0.0023123060100721225
NGC2403,1.16,78.5,79.61182952300493,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,79.61182952300493,0.014163433414075522,0.0038971749065048185
NGC2403,1.27,83.4,82.34121021699889,1.8,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,82.34121021699889,0.012695321139102125,0.0034932128056012306
NGC2403,1.36,86.4,85.36800454502846,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,85.36800454502846,0.0119443918399485,0.003286588978195623
NGC2403,1.47,87.4,88.12843581954691,1.41,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,1,2.3714096120591295,0.03857399025529418,0.03566435763417429,1964357.590820983,72375589.14841884,0.7248425016329845,52460903.095501,0.27515749836701553,0.8341502649284896,0.41504850744269467,0.08572692529391368,1427879560.290768,0.6464145000000002,88.12843581954691,0.008334505944472569,0.002293301805806092
NGC2403,1.67,93.3,94.184948372869,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,94.184948372869,0.009484977201168324,0.0028224607423136564
NGC2403,1.77,93.3,97.07252958484186,1.41,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,97.07252958484186,0.04043440069498245,0.01203213314909292
NGC2403,1.87,95.2,99.42995625061896,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,99.42995625061896,0.04443231355692179,0.01322179885568257
NGC2403,1.97,97.2,101.64837677011866,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,101.64837677011866,0.04576519310821663,0.013618426082925556
NGC2403,2.08,99.1,104.02645913420298,2.02,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,104.02645913420298,0.04971199933605435,0.014792883901782397
NGC2403,2.18,98.2,106.31884969279906,2.02,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,106.31884969279906,0.08267667711608004,0.024602238942264865
NGC2403,2.28,98.2,106.99600226176678,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,106.99600226176678,0.08957232445791011,0.026654188409550625
NGC2403,2.37,98.2,106.47681531676274,1.0,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,106.47681531676274,0.08428528835807267,0.02508091611606022
NGC2403,2.47,97.2,105.8918665431864,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2,2.3328356218038353,0.11760446653430745,0.2413730022703897,101086944.72530797,109727098.2741486,0.7024283050500115,77075419.65876624,0.29757169494998853,0.6142081611308416,0.6838702048941996,0.11144291879744313,3561086819.4757366,1.6142475000000005,105.8918665431864,0.08942249530027153,0.026609603493159183
